grupo,group,216
mil,thousand,217
humano,human,218
terminar,to finish; end,219
permitir,to allow; permit,220
aparecer,to appear,221
conseguir,to get; acquire; obtain,222
comenzar,to begin; start,223
varios,several; various,224
posible,possible,225
servir,to serve,226
general,general,227
sacar,to take out,228
necesitar,to need,229
relación,relationship; relation,230
cinco,five,231
cuerpo,body,232
nadie,nobody; anybody,233
mantener,to keep; maintain,234
hecho,fact; happening,235
ante,before; in the presence of,236
principio,beginning; principle,237
resultar,to result; turn out,238
igual,equal; same (as),239
señor,sir; Mr.; lord,240
pueblo,people; village,241
tarde,afternoon; evening,242
segundo,second,243
leer,to read,244
caer,to fall,245
cambiar,to change,246
ojo,eye,247
calle,street,248
presentar,to introduce; present,249
blanco,white,250
crear,to create,251
abrir,to open,252
libro,book,253
distinto,distinct; different,254
fuerza,strength; force; power,255
luz,light,256
según,according to,257
santo,saint (m),258
claro,clear,259
frente,al frente: facing; frente a: across ,260
considerar,to consider,261
amigo,friend,262
oír,to hear,263
cuyo,whose,264
sentido,sense; feeling,265
acabar,finish,266
paso,step; pace,267
situación,situation,268
usted,you (subj/-fam),269
bastante,rather; fairly; quite a bit (adv),270
convertir,to convert; change; become,271
gracia,thank you; grace; favor,272
siglo,century; age,273
dios,god; divinity,274
malo,bad,275
tierra,earth; land; ground,276
papel,paper; role; part,277
madre,mother,278
tampoco,neither; nor; either,279
social,social,280
viejo,old; aged,281
aún,still; yet,282
tema,theme; subject; topic,283
político,political,284
español,Spanish,285
ganar,to win; earn,286
formar,to form,287
clase,kind; class; order,288
traer,to bring; carry,289
partir,to divide; leave; a partir de: ,290
dinero,money,291
quién,who?; whom?,292
morir,to die,293
incluso,including; even (adv),294
campo,field; country,295
aceptar,to accept,296
quizás,perhaps; maybe,297
cabeza,head (part of body),298
realizar,to fulfill; carry out,299
ciento,hundred,300
mal,badly,301
orden,order; sequence (m); religious (f),302
don,courtesy title (m); Mr.; gift,303
semana,week,304
suponer,to suppose; assume,305
comprender,to understand,306
final,al final: finally; in the end,307
interés,interest,308
siguiente,following; next,309
vista,view; sight,310
lograr,to achieve; get; manage,311
demás,the rest; others,312
acuerdo,accord; de acuerdo: in agreement,313
difícil,difficult; hard,314
número,number,315
explicar,to explain,316
negro,black,317
fondo,bottom; end,318
camino,road; route; path,319
voz,voice,320
estudio,study; learning,321
necesario,necessary,322
preguntar,to ask (a question),323
allá,there; over there,324
tocar,to touch; play (instrument),325
valor,value; worth,326
reconocer,to recognize; admit,327
estudiar,to study,328
alcanzar,to reach; catch up with,329
nacer,to be born,330
dirigir,to direct; manage,331
correr,to run,332
medida,measure; a medida que: to the extent,333
menor,younger; youngest,334
demasiado,too much; too many,335
solamente,only,336
bueno,well...,337
utilizar,to use; utilize,338
centro,center; middle; downtown,339
necesidad,necessity; need,340
condición,condition,341
pagar,to pay,342
ello,it (subj-n),343
falta,lack; shortage,344
ayudar,to help,345
diez,ten,346
través,a través: across; over; through,347
antiguo,old; ancient; former,348
tu,your (sg/+fam),349
edad,age,350
estado,state; condition; status,351
ser,being,352
gustar,to be pleasing to,353
puerta,door,354
jugar,to play (sport/game),355
cara,face; expression,356
mí,me (obj prep),357
época,time; age; period,358
color,color,359
escuchar,to listen to,360
experiencia,experience,361
movimiento,movement,362
cumplir,to fulfill,363
especial,special,364
diferente,different; separate,365
pesar,sorrow; a pesar de: in spite of,366
posibilidad,possibility,367
ofrecer,to offer; present,368
descubrir,to discover,369
anterior,previous; preceding,370
juego,game; play; sport,371
levantar,to raise; lift,372
pobre,poor,373
aire,air; wind; appearance,374
seis,six,375
intentar,to try; attempt,376
guerra,war; warfare,377
junto,together with; next to,378
resultado,result; outcome,379
usar,to use,380
decidir,to decide,381
repetir,to repeat,382
olvidar,to forget,383
ley,law; bill; rule,384
aspecto,aspect; appearance,385
pie,foot; base,386
valer,to be worth; cost,387
especie,kind; sort; species,388
comer,to eat,389
servicio,service; helpfulness,390
cerca,close; near,391
mostrar,to show,392
actividad,activity; action,393
tercero,third,394
cuál,which?,395
pronto,soon; quick,396
ocupar,to occupy; use,397
cuestión,question; matter,398
duda,doubt,399
diferencia,difference,400
mañana,morning; tomorrow,401
mover,to move; incite,402
continuar,to continue,403
cantidad,quantity; amount,404
acción,action; act; deed,405
suceder,to happen,406
fijar,to set; fix; [se] notice,407
sociedad,society,408
referir,to refer (to),409
acercar,to come near,410
capaz,capable; able,411
bajo,short; low,412
libre,free; vacant,413
natural,natural,414
dedicar,to dedicate; devote,415
realmente,really; actually; in fact,416
peso,peso (money); weight; load,417
efecto,effect,418
objeto,object; thing,419
verdadero,true; real,420
dónde,where?,421
aprender,to learn,422
amor,love,423
muerte,death,424
partido,party; group; (sports) match,425
económico,economic,426
derecho,right; justice; law,427
poder,power,428
importancia,importance,429
sistema,system,430
viaje,travel; trip,431
suelo,ground; floor,432
respecto,respect; con respecto a: with ,433
conocimiento,knowledge,434
libertad,freedom; liberty,435
encima,above; on top; in addition,436
comprar,to buy,437
común,common,438
abierto,open; unlocked,439
próximo,next,440
atención,attention,441
joven,young,442
subir,to go up,443
esfuerzo,effort; endeavor,444
pasado,past; last,445
evitar,to avoid; prevent,446
resto,rest; remainder; leftover,447
interesar,to interest,448
zona,area; zone,449
miedo,fear,450
fuera,out; outside; away,451
proceso,process; procedure,452
vivo,alive; bright,453
cerrar,to close,454
echar,to throw; cast,455
responder,to answer; respond,456
sufrir,to suffer; undergo,457
completo,complete,458
minuto,minute,459
contrario,contrary; opposite,460
mesa,table; board,461
real,royal; real; authentic,462
ocasión,opportunity; occasion,463
importar,to matter; import,464
público,public,465
obtener,to obtain,466
programa,program; plan,467
favor,favor; benefit,468
lejos,far (away; off),469
siete,seven,470
enorme,enormous; vast,471
respuesta,answer; reply,472
línea,line; course,473
espacio,space; room,474
nivel,level,475
gobierno,government,476
cabo,end; bit; llevar a c.: to carry out,477
observar,to observe,478
indicar,to indicate,479
alguien,somebody; someone; anyone,480
pregunta,question,481
claro,of course; clearly,482
atrás,back; behind; ago,483
imagen,image; picture,484
carrera,career; course; race,485
imaginar,to imagine,486
soler,to be accustomed to,487
ambos,both,488
profundo,deep; profound,489
detener,to stop; detain,490
desarrollar,to develop,491
ocho,eight,492
señalar,to point (out); signal,493
elegir,to choose; elect,494
figura,figure,495
principal,main; principal,496
animal,animal,497
base,base; basis,498
preparar,to prepare,499
proponer,to propose,500
demostrar,to show; demonstrate,501
significar,to mean,502
posición,position,503
motivo,motive; cause,504
prueba,proof; trial; test,505
política,politics; policy,506
nacional,national,507
lleno,full; filled,508
reunir,to gather; meet; collect,509
faltar,to be lacking,510
supuesto,supposed; por supuesto: of course,511
acompañar,to accompany,512
dato,data; fact,513
fácil,easy,514
desear,to want; desire; wish for,515
adelante,forward; further,516
empresa,firm; company; venture,517
asunto,matter; issue; affair,518
presencia,presence; appearance,519
suyo,his; hers; yours (-fam); theirs,520
cultura,culture,521
serie,series,522
millón,million; fortune,523
enseñar,to teach; show,524
construir,to construct; build,525
vender,to sell,526
representar,to represent,527
desaparecer,to disappear; vanish,528
mandar,to send; order,529
carácter,personality; nature,530
mayoría,majority,531
escuela,school,532
rojo,red,533
tras,after; behind,534
superior,superior; upper,535
andar,to walk; function,536
corto,short; brief,537
autor,writer; author,538
hermano,brother; [pl] siblings,539
conocido,known; well-known,540
preferir,to prefer,541
asegurar,to assure; secure; insure,542
función,function; meeting,543
arriba,up above,544
serio,serious,545
causa,cause,546
suficiente,sufficient; enough,547
grave,serious; solemn,548
decisión,decision,549
música,music,550
extraño,strange; foreign,551
crecer,to grow; increase,552
surgir,to appear; spring (forth),553
tú,you (subj-sg/+fam),554
expresión,expression,555
alrededor,about; around; round,556
matar,to kill,557
entregar,to deliver,558
río,river,559
seguridad,security; safety,560
término,term (language); end,561
colocar,to place; position,562
metro,meter; subway,563
médico,doctor,564
establecer,to establish,565
guardar,to keep; save,566
arte,art; skill,567
iniciar,to initiate; start,568
bajar,to come down; let down,569
consecuencia,consequence,570
notar,to notice,571
acto,act; action,572
meter,to put (into),573
absoluto,absolute,574
pena,trouble; valer la pena: be of worth,575
actuar,to act,576
altura,height; altitude,577
deseo,desire; wish,578
precisamente,precisely,579
joven,teenager; young person,580
veinte,twenty,581
sueño,dream; sleep,582
pretender,to attempt,583
tarea,task; job,584
carta,letter; (playing) card,585
apenas,hardly; barely,586
propiedad,property,587
producto,product,588
personal,personal,589
simplemente,simply; just,590
imposible,impossible,591
gusto,pleasure; taste; preference,592
ayuda,help; aid,593
acordar,to remember; remind,594
lengua,language; tongue; strip (of land),595
cortar,to cut,596
plan,plan,597
corresponder,to correspond with,598
vuelta,return; turn,599
romper,to break,600
siquiera,even (if),601
adquirir,to acquire; get,602
proyecto,project; plan,603
memoria,memory,604
origen,origin; cause,605
elemento,element,606
inglés,English,607
mercado,market,608
curso,course; direction,609
lanzar,to throw; launch,610
aprovechar,to take advantage of,611
sangre,blood,612
interior,interior; inside,613
duro,hard,614
apoyar,to support; lean on,615
negar,to deny; refuse,616
avanzar,to advance; progress,617
uso,use,618
brazo,arm,619
profesor,professor; teacher,620
resolver,to resolve; settle; work out,621
futuro,future,622
oportunidad,opportunity; chance,623
mitad,half; middle,624
costar,to cost; be hard,625
rico,rich; tasty,626
recuerdo,memory; keepsake,627
total,total; entire,628
exigir,to demand,629
abajo,down; below; downward,630
opinión,opinion; view,631
aumentar,to increase,632
recoger,to pick up,633
boca,mouth; entrance; opening,634
dirección,direction; address,635
puro,pure; clean,636
abandonar,to abandon; leave (a place),637
pieza,piece; part,638
profesional,professional,639
imponer,to impose; enforce,640
obligar,to obligate; force,641
físico,physical,642
actitud,attitude,643
mar,sea,644
francés,French,645
entrada,entrance; admission ticket,646
contacto,contact,647
corazón,heart; core,648
aplicar,to apply,649
capital,capital; city (f); money (m),650
rápido,quick; fast,651
título,title; heading,652
pertenecer,to belong,653
cuarto,room; chamber,654
material,material; element,655
golpe,hit; strike; punch,656
disponer,to have means; dispose,657
comunicación,communication,658
expresar,to express,659
simple,simple; mere; simple-minded,660
totalmente,totally; completely,661
provocar,to cause; provoke,662
normal,normal; usual; regular,663
defender,to defend; protect,664
enfermedad,illness; sickness,665
bien,goods; property; benefit,666
materia,matter; subject,667
quitar,to remove; take away,668
conservar,to conserve; preserve,669
moderno,modern,670
sitio,place; space,671
depender,to depend on,672
naturaleza,nature; character,673
capacidad,capacity,674
actual,current,675
marcar,to mark; note; dial,676
distancia,distance,677
pleno,complete; full,678
cerrado,closed,679
compartir,to share,680
información,information,681
ambiente,environment; atmosphere,682
especialmente,especially,683
desarrollo,development,684
sol,sun,685
muerto,dead,686
consistir,to consist of,687
constituir,to constitute; consist of,688
dispuesto,willing; ready,689
cubrir,to cover,690
funcionar,to work; function,691
compañero,companion; classmate,692
salida,exit; escape; outcome,693
caber,to fit (into),694
conciencia,conscience; consciousness,695
atender,to serve; attend to,696
enfermo,ill; sick,697
insistir,to insist on,698
costumbre,habit; custom; usage,699
detrás,behind,700
paz,peace,701
noticia,news,702
circunstancia,circumstance,703
dolor,pain; ache; sorrow,704
privado,private,705
estilo,style,706
precio,price; cost; value,707
popular,popular,708
sentar,to sit (down); seat,709
planta,plant; floor,710
personaje,character (e.g. movie),711
famoso,famous; well-known,712
éxito,success,713
hija,daughter,714
merecer,to deserve; be worthy (of),715
edificio,building,716
autoridad,authority,717
piedra,stone; rock,718
incluir,to include,719
conjunto,group; set,720
treinta,thirty,721
cuánto,how much?,722
inmediato,immediate,723
suerte,luck; fortune,724
cruzar,to cross,725
tender,to tend to; lay out,726
finalmente,finally; at last,727
junto,together,728
anunciar,to announce; advertise,729
espíritu,spirit; ghost,730
miembro,member; limb,731
directo,direct; straight,732
despertar,to wake (up); arouse,733
recurso,resource; recourse; means,734
pared,(interior) wall,735
equipo,team; equipment; outfit,736
error,error; mistake,737
preciso,precise; necessary,738
diverso,different; several; diverse,739
dificultad,difficulty; obstacle,740
comentar,to comment on,741
publicar,to publish,742
familiar,familiar; of the family,743
voluntad,will; willpower; intention,744
reunión,meeting; reunion,745
modelo,model; pattern,746
cargar,to load (up); carry,747
fecha,date; day,748
participar,to participate,749
impedir,to prevent; hinder,750
propósito,intention; purpose,751
salvar,to save; rescue,752
cuidado,care; carefulness,753
puesto,job; place; position,754
grado,degree; grade,755
escapar,to escape,756
lucha,fight; struggle; wrestle,757
tirar,to throw; pull,758
entero,entire; whole; complete,759
jefe,leader; boss; manager,760
interesante,interesting,761
amplio,wide; ample; broad,762
contestar,to answer; reply,763
periódico,newspaper; periodical,764
preocupar,to worry,765
prestar,to lend,766
par,pair; couple (m); a la par: at same ,767
público,public; audience,768
pesar,to weigh,769
final,final,770
calidad,quality,771
exponer,to expound; expose,772
civil,civil,773
ciencia,science; knowledge,774
tamaño,size; dimension,775
mas,but; however,776
doctor,doctor,777
cuadro,painting; picture,778
caballo,horse,779
responsabilidad,responsibility,780
cincuenta,fifty,781
interno,internal,782
detalle,detail,783
marcha,march; progress,784
nueve,nine,785
carne,meat; flesh,786
jamás,never,787
pensamiento,thought; thinking,788
viajar,to travel,789
cargo,position; charge; fee,790
separar,to separate,791
santa,saint (f),792
construcción,construction,793
juicio,judgment,794
terreno,ground; earth; terrain,795
piso,floor; story,796
compañía,company,797
regresar,to return (to a place),798
texto,text,799
fuente,source; fountain,800
presente,present,801
definitivo,definitive; conclusive,802
revista,magazine; journal,803
esperanza,hope,804
máquina,machine,805
contemplar,to contemplate,806
recorrer,to travel; cover (distance),807
frase,phrase,808
perfecto,perfect,809
sala,room; hall,810
durar,to last,811
instrumento,instrument,812
aquello pron,over there (n),813
defensa,defense; plea,814
director,director; manager; principal,815
retirar,to take away; retire,816
explicación,explanation,817
artículo,article; product; item,818
debajo,underneath; below,819
permanecer,to stay; remain,820
asistir,to attend,821
doce,twelve,822
radio,radio; set (m); communication (f),823
organizar,to organize,824
película,movie; film,825
elección,election; choice,826
visita,visit; visitor; guest,827
contener,to contain,828
apoyo,support; backing,829
presidente,president,830
arma,weapon,831
árbol,tree,832
visitar,to visit,833
informar,to inform,834
encuentro,meeting; game; skirmish,835
parecido,similar,836
corriente,current; flow,837
lectura,reading,838
existencia,existence; life,839
lenguaje,language; speech,840
enviar,to send,841
aun,even (though); still,842
destino,destination; destiny,843
educación,education,844
cuidar,to take care of,845
intervenir,to intervene,846
operación,operation,847
raro,strange; rare; scarce,848
perfectamente,perfectly,849
extender,to extend; spread,850
comprobar,to verify; prove,851
nota,note; grade,852
particular,particular; peculiar,853
ése,that one (m); [ésa (f)],854
militar,military,855
dormir,to sleep,856
unido,united,857
discutir,to argue; discuss,858
extraordinario,extraordinary; exceptional,859
teatro,theater; drama,860
enfrentar,to confront; face,861
recién,recently; just,862
negocio,business; transaction,863
letra,letter; handwriting; lyrics,864
peor,worse,865
sentimiento,feeling; sentiment,866
conducir,to lead; drive,867
completamente,completely,868
firmar,to sign,869
solución,solution; answer,870
mío,mine,871
comida,food; meal,872
impresión,impression; printing,873
plano,plane; map; level,874
intención,intention,875
ritmo,rhythm,876
verde,green,877
exacto,exact; faithful; true,878
respetar,to respect,879
banco,(financial) bank; bench,880
inmediatamente,immediately,881
sostener,to support; hold up,882
piel,skin; hide; fur,883
delante,(in) front (of); ahead,884
religioso,religious,885
advertir,to notice; warn,886
oscuro,dark; obscure,887
control,control,888
investigación,investigation,889
transformar,to transform; change,890
conversación,conversation,891
verano,summer,892
respeto,respect; regard,893
norte,north,894
mediante,by means of,895
cuarto,fourth,896
tradición,tradition,897
bastar,to be sufficient,898
población,population,899
pareja,couple; pair,900
pasado,past,901
diario,newspaper,902
azúl,blue,903
mencionar,to mention; cite,904
generación,generation,905
frío,cold,906
visión,vision,907
concreto,concrete; real,908
plantear,to propose; present,909
probar,to test; prove; try,910
derecho,right; straight,911
peligro,danger; menace,912
oro,gold,913
justo,just,914
manejar,to drive; handle,915
vino,wine,916
unir,to unite; join (together),917
caminar,to walk,918
coincidir,to coincide; agree,919
etapa,stage; period,920
sencillo,simple; plain; easy,921
silencio,silence,922
salvo,except (for); but,923
llenar,to fill,924
dominar,to dominate; master,925
determinado,determined; fixed,926
artista,artist; performer,927
medir,to measure,928
labor,labor; work; task,929
perdido,lost,930
cielo,sky; heaven; ceiling,931
práctica,practice; skill,932
límite,limit,933
masa,mass; dough; bulk; crowd,934
directamente,directly; straight away,935
atravesar,to cross,936
formación,formation; education,937
perro,dog,938
izquierda,left,939
destacar,to emphasize; stand out,940
cercano,near,941
cuarenta,forty,942
pronunciar,to pronounce,943
distinguir,to distinguish,944
energía,energy; power,945
confianza,confidence; trust,946
adecuado,adequate; suitable,947
introducir,to introduce; bring in,948
flor,flower,949
esposa,wife,950
comunicar,to communicate,951
italiano,Italian,952
invitar,to invite,953
responsable,responsible,954
feliz,happy; fortunate,955
revolución,revolution,956
instalar,to install,957
tardar,to delay; take long,958
mejorar,to improve; get better,959
maestro,teacher (m); master,960
emplear,to employ,961
alemán,German,962
convenir,to be agreeable; be convenient,963
recuperar,to recuperate; recover,964
fenómeno,phenomenon,965
presión,pressure,966
dado,given,967
alumno,student; pupil,968
teoría,theory,969
probablemente,probably,970
tono,tone,971
salud,health,972
definir,to define,973
superar,to overcome; surpass,974
señora,Mrs.; lady; madam,975
exactamente,exactly,976
afirmar,to assert; affirm,977
diario,daily,978
histórico,historical,979
debido,debido a: due to,980
vía,por vía: by means; road; way,981
interpretar,to interpret,982
alma,soul,983
admitir,to admit,984
identificar,to identify,985
madera,wood,986
fiesta,party; feast,987
calor,heat; warmth,988
mínimo,minimum,989
afectar,to affect,990
hogar,home; hearth,991
mente,mind,992
seguramente,surely; securely,993
preocupación,worry; concern,994
reducir,to reduce,995
concepto,concept,996
montar,to ride; mount; assemble,997
teléfono,phone; telephone,998
hoja,sheet; leaf,999
parar,to stop (moving),1000
doble,double,1001
devolver,to return; give back,1002
ejercer,to practice; exercise,1003
poseer,to possess; own,1004
proteger,to protect,1005
causar,to cause; bring about,1006
rápidamente,rapidly; quickly,1007
determinar,to determine; decide,1008
fuerte,strong,1009
escritor,writer,1010
intento,attempt; try,1011
cobrar,to charge (money),1012
regla,rule; ruler; regulation,1013
dividir,to divide,1014
riesgo,risk,1015
policía,police; police force; police officer,1016
inventar,to invent; make up,1017
estudiante,student,1018
plaza,square; marketplace,1019
limitar,to limit,1020
llamada,call; knock,1021
sensación,sensation; feeling,1022
enemigo,enemy,1023
unidad,unit; unity,1024
luchar,to fight; wrestle,1025
idioma,(specific) language,1026
raíz,root,1027
compromiso,compromise; engagement,1028
comentario,remark; comment,1029
carga,load; charge; cargo,1030
marido,husband,1031
quince,fifteen,1032
constante,constant,1033
derecha,right; right hand,1034
extremo,edge; border; end,1035
individuo,individual; person,1036
contenido,contents; content,1037
semejante,similar; such; alike,1038
obligación,obligation,1039
corte,court (f); cut (m),1040
extranjero,foreign; alien,1041
total,(sum) total,1042
acudir,to attend; go to; frequent,1043
daño,harm; injury; damage,1044
tarde,late,1045
mensaje,message,1046
analizar,to analyze,1047
lista,list; roster; roll,1048
región,region,1049
evidente,evident; obvious,1050
niña,child; young girl,1051
culpa,blame; fault,1052
encargar,to entrust; [se] take charge of,1053
discusión,discussion; argument,1054
pelo,hair,1055
destinar,to assign; appoint,1056
comparar,to compare,1057
celebrar,to celebrate,1058
fe,faith,1059
fijo,fixed; steady,1060
central,central,1061
referencia,reference; allusion,1062
sur,south,1063
gesto,gesture,1064
perspectiva,perspective,1065
preparado,prepared,1066
sonar,to sound; ring,1067
manifestar,to express; show,1068
controlar,to control,1069
saltar,to jump; leap; hop,1070
acaso,by chance; maybe,1071
colegio,(high) school; college,1072
inmenso,immense; vast; huge,1073
venta,sale,1074
documento,document,1075
citar,to cite; quote,1076
televisión,TV; television,1077
chico,boy,1078
novela,novel,1079
requerir,to require,1080
moral,moral,1081
alcance,reach; scope,1082
curioso,curious; strange,1083
crisis,crisis,1084
fundamental,fundamental,1085
incorporar,to incorporate; include,1086
presente,present; current,1087
máximo,maximum,1088
literatura,literature,1089
batalla,battle,1090
europeo,european,1091
dueño,owner; landlord (m),1092
perseguir,to persecute; pursue; chase,1093
vecino,neighbor,1094
sector,sector; area; section,1095
pintura,painting; paint,1096
accidente,accident; irregularity,1097
oficial,official; authorized,1098
procurar,to try; seek,1099
numeroso,numerous,1100
influencia,influence,1101
intelectual,intellectual,1102
empleado,employee,1103
casar,to marry,1104
prácticamente,practically,1105
moneda,coins; currency,1106
facilidad,ease; facility,1107
matrimonio,marriage; married couple,1108
escaso,scarce; very little,1109
iglesia,church,1110
ayer,yesterday,1111
oficina,office,1112
cristiano,Christian,1113
institución,institution,1114
someter,to subject,1115
fundar,to found; base,1116
seguro,safe; sure; secure,1117
intenso,intense; acute,1118
domingo,Sunday,1119
reacción,reaction,1120
elevar,to elevate; raise,1121
cantar,to sing,1122
acontecimiento,event; happening,1123
costa,coast,1124
peligroso,dangerous,1125
lento,slow,1126
método,method,1127
comunidad,community,1128
coche,car; carriage,1129
asumir,to assume; take on,1130
aclarar,to clarify; clear up,1131
arrastrar,to drag; pull,1132
página,page,1133
declarar,to declare; testify,1134
frecuencia,frequency,1135
conclusión,conclusion; end,1136
escena,scene; stage; setting,1137
falso,FALSE,1138
estructura,structure,1139
beneficio,benefit; profit,1140
alimento,food; nourishment,1141
tranquilo,calm; tranquil; relaxed,1142
velocidad,speed; velocity,1143
barrio,neighborhood; district,1144
nombrar,to name; appoint,1145
análisis,analysis,1146
confundir,to confuse,1147
frontera,border; frontier,1148
describir,to describe,1149
lejano,distant,1150
breve,brief; short,1151
temor,fear,1152
calcular,to calculate; figure out,1153
conformar,to conform,1154
ataque,attack; raid,1155
pintar,to paint,1156
cine,cinema; US movie theater,1157
rama,branch; bough; limb,1158
repartir,to divide; deliver; distribute,1159
comienzo,start; beginning,1160
exterior,exterior; outside,1161
barco,boat; ship,1162
partida,game; match; departure,1163
hallar,to find (out),1164
ordenar,to put in order; organize,1165
aparato,apparatus; device,1166
convencer,to convince; persuade,1167
médico,medical,1168
extranjero,foreigner,1169
cámara,camera; chamber,1170
creación,creation,1171
rodear,to surround,1172
ajeno,not belonging to; detached,1173
reflejar,to reflect,1174
gana,desire,1175
seco,dry; arid,1176
quinto,fifth,1177
moda,fashion; form,1178
absolutamente,absolutely; completely,1179
rechazar,to reject,1180
contribuir,to contribute,1181
ruido,noise,1182
cama,bed (furniture),1183
infantil,of children; childlike; infantile,1184
técnica,technique; skill,1185
consejo,advice; council; counsel,1186
internacional,international,1187
violencia,violence,1188
original,original,1189
sonido,sound,1190
vencer,to overcome; conquer,1191
estrella,star,1192
útil,useful,1193
alejar,to move away,1194
mirada,gaze; look,1195
tremendo,tremendous; dreadful; huge,1196
cuándo,when?,1197
temprano,early,1198
pierna,leg,1199
transmitir,to transmit; broadcast,1200
marchar,to go; leave; march,1201
hambre,hunger; starvation,1202
placer,pleasure,1203
profesión,profession; occupation,1204
destruir,to destroy; ruin,1205
separado,separate,1206
opinar,to think; be of the opinion,1207
objetivo,objective,1208
honor,honor; honesty,1209
montaña,mountain,1210
cometer,to commit,1211
lógico,logical,1212
instante,instant; moment,1213
